headline,links,content,labels
Priyanka Chopra Jonas to feature on Spotify podcast series hosted by fashion designer Diane Von Furstenberg ,https://www.thehindu.com/entertainment/priyanka-chopra-jonas-to-feature-on-spotify-podcast-series-hosted-by-fashion-designer-diane-von-furstenberg/article31097352.ece,"InCharge with DVF, a new podcast hosted by fashion designer Diane Von Furstenberg (known for revolutionising the wrap dress), is live exclusively on Spotify. One of the episodes, going live on March 19, features Priyanka Chopra Jonas, as one of the iconic women redefining what it means to be her.
The 37-year-old will unravel a different side of her journey from being a teenager to the stardom she enjoys today. Snippets of the interview include Priyanka’s nomadic childhood given her father was in the armed forces, her former desire to be an engineer, her experience in the pageant industry leading up to Miss World, her transition to the U.S., and finding a medium between the two cultures. 
Having played a five-time boxing champion in Mary Kom, Priyanka says, “My work has been the greatest rock in my life. It’s like a plant – if you keep feeding it, it becomes a tree and gives you shadow. My work has been that.” This is what continues to inspire her as she plans to develop movies, based on true stories, featuring real life women on the helm. She also explains,“I want to be able I want to be able to have the part of the world or an audience of the world that may not know my work get introduced to me as an artist. And I'm hoping that will happen in the next few years. And I also want to taste motherhood. I want to be able to do both.”
The seven-episode series, features powerful women from different backgrounds and countries, in conversation with the designer, on their greatest successes and most challenging lessons. The celebrity guests include Kris Jenner, Elaine Welteroth, and Priyanka Chopra Jonas, among many more. The podcast launched on the streaming service on March 12 in celebration of Women’s History Month.







In an interview with Spotify ahead of the podcast launch, Diane details the mission behind the podcast, “I always mentioned the words ‘in charge’ when I was growing up. I didn’t know what I wanted to do, but I knew the kind of woman that I wanted to be, and what I wanted to be was a woman in charge. And now, the reason I give for being in fashion is basically to dress the woman in charge or to help her to feel in charge, to give her confidence. I think it’s important that when you have a voice, you use that voice, plus your knowledge, experience, and connections, in order to help others to have a voice and to be in charge.”
The 73-year-old Belgian designer —who was formerly known as Princess Diane of Fürstenberg — also describes the commonalities she finds with her podcasts guests. “The similarity is that all of those women, whenever they were faced with challenges, they owned it. That’s why I said the secret of life is owning it. Most of them had very different lives and everything, but how they dealt with the challenges and the strength and the courage is very similar, and that’s what [the podcast] is about.”",entertainment
"Producers Guild to set up fund for daily-wage earners, in wake of coronavirus shutdown ",https://www.thehindu.com/entertainment/producers-guild-to-set-up-fund-for-daily-wage-earners-in-wake-of-coronavirus-shutdown/article31094402.ece,"The Producers Guild of India announced on Tuesday that it would be setting up a relief fund for daily-wage earners most affected by the shutdown of film, television and over-the-top productions owing to the COVID-19 pandemic.
Siddharth Roy Kapur, president of the guild, said the total halt of all production-related activity in the foreseeable future is bound to have a significant impact on the lives and livelihoods of daily-wage earners in the industry.
“We would encourage the entire film fraternity to contribute to the fund to ensure that we can do all we can to minimise the disruption in the lives of our valued colleagues and associates in this difficult time,” he said, in a statement.
Earlier, in the wake of the lockdown, leading filmmakers had expressed concern about life ahead for the daily-wage earners who are the most affected by the decision, just as they were crippled during demonetisation in 2016.
Those intending to contribute can mail the guild at support@producersguildindia.com to receive further information on the modalities.",entertainment
Coronavirus | Tips for parents working from home to keep their children engaged,https://www.thehindu.com/society/home-not-alone/article31098803.ece,"“There is a dark cloud over us,” says toy-innovator and science expert Arvind Gupta. The 67-year-old, who has made science fun for millions of children across the world through his ‘toys from trash’, says that there “is a silver lining” to the COVID-19 pandemic.
“As people opt for working from home, this is a golden opportunity for families to bond; parents and children can work on exciting projects together, discover what they always wanted to, but never got the opportunity to do.” Arvind says that the Internet is a good place to start. “There is a lot of junk out there on the Web,” he warns. “But it also has some great resources.”
Among them, is his website, arvindguptatoys.com that has over 4,000 videos on making science toys from everyday objects such as old CDs, rubber bands, straws, and PET bottles. They are available in 18 languages; there are books to download as well, and all of the above can be accessed for free.






Make the most of it Try your hand at gardening, household chores or create something new
 






With schools shutting down, and adults being advised to work from home, it is only natural that parents are at their wit’s end. How does one keep children engaged in something worth their while, keeping gadgets at bay?
Homeschooling parents share their notes. Chennai-based mother of three Deepa Packiyanath, who is home-schooling her 16-year-old daughter, says that they go on small walks around the neighbourhood. “We play UNO and board-games and also try our hand at some Zentangle; it can be relaxing.”
Deepa says that since the teen years can be tricky, what with their mood swings, she prefers to tailor the day around her daughter’s moods. “I sometimes pick a subject she is studying that day, say psychology, and keep all our conversations around it,” she adds.
She feels that keeping children completely off gadgets might be difficult. “I cannot restrict them entirely. Just the other day, their gang was making plans to play a game online together,” she says.
Parents of toddlers and young children need not look elsewhere for resources. “Involve them in age-appropriate everyday household activities,” says Madhu Karthik, mother of one, and founder of Lila Learning Space in Erode. “We can encourage them to chop vegetables with us, peel onions and boiled potatoes; and when we cook, we can teach them about the various flavours as we add the masalas into the dish,” she adds.
Even washing clothes can be made into a fun activity. And children love water. “Older children can help dry clothes; they can place pegs on the line with a parent to guide them,” says Madhu. It does parents good to invest in some open-ended toys such as blocks. “Children can play with them in multiple ways,” she adds. This is also a good time to stock up on art supplies. “We can come up with a theme a day. For instance, we can ask them to paint one animal each day for some variety.” This, she feels, will keep children occupied for at least an hour.
Madhu says with some soil, an empty coconut shell, and a handful of coriander seeds, children can be shown the joys of growing something on their own. Simply throw in a few seeds into an arrangement of soil inside the shell, encourage the child to sprinkle some water in it once in a while. “Imagine their excitement when they see it sprout and grow!” she smiles. “They will be hooked. Even after schools start, this exercise can continue. Tomatoes and chillies are easy to grow at home.”
R Senbaga Poonguzhali, a Coimbatore-based homeschooling mother, speaks to us over phone amid the din of children chattering around her. Poonguzhali says that while parents can bond with their children over even mundane tasks such as cleaning shelves at home or folding clothes, she prefers to just “let them be”.
“As adults, it can be difficult to keep playing with them,” she feels. And if left alone, children come up with their own games. “They come up with stories, characters...they approach me when they run out of ideas and I only gently suggest something. They take off from there.”
As Madhu puts it, “It is okay to get bored. Boredom is not a bad thing,” she feels. “It always leads to something creative.”
Expert speakEarly childhood education expert Padma Srinath, who has five decades of experience and is a consultant at Adyar Theosophical Academy, says she feels that this period could be well utilised by parents and children to enhance their knowledge and build relationships.Children can collect twigs and dry leaves from gardens and construct animal figurines, taking help from online tutorials.Singing can stimulate the lungs. Apart from this, kids can be taught breathing exercises such as pranayama and this could be done as a family.Let children draw kolam patterns on the floor every morning and evening. It is a great exercise for mindfulness and helps improve focus.Children must be introduced to the concept of sustainability. Parents could give them the task of making something useful out of waste they find within the house. For example, mats or rugs can be made out of old saris or dupattas. These can then be donated to organisations such as Blue Cross where animals are in need of such soft mats.(As told to Chitradeepa Anantharam)",society
RIL makes provision for essential services ,https://www.thehindu.com/business/ril-makes-provision-for-essential-services/article31102213.ece,"Reliance Industries has initiated a work-from-home protocol for all its employees across the country and overseas in response to the evolving COVID-19 situation. This protocol will be effective till 31 March 2020.
“The company has migrated to an ‘Agile Work From Home’ protocol that encourages all employees to work from home and to utilise all productivity and digital tools at their disposal to maximise productivity,” said a company statement.
However, considering the public requirements in such an unprecedented situation, RIL will continue to provide all essential services to the citizens and will keep open its main retail grocery stores, telecom connectivity services, the hospital and any other essential service required for public or business continuity.
To perform these essential services, RIL hopes to keep staff requirement to the minimum possible, and expects about 10% of its staff to be deployed, on a rotation basis, as feasible, said the statement.",business
BoM spots opportunity in COVID-19 crisis,https://www.thehindu.com/business/bom-spots-opportunity-in-covid-19-crisis/article31101930.ece,"The state-run Bank of Maharashtra has sensed a business opportunity in the COVID-19 outbreak. It has issued a circular to all its branches and offices asking staff to beef up sales of health insurance products since such products are in demand now following the outbreak of the virus. 
The circular, which has been reviewed by The Hindu, says the bank’s performance in selling life and non-life insurance products has been disappointing.
“The performance of the bank under this campaign is nowhere near expectations in both ‘life insurance campaign’ and ‘non-life insurance campaign’, which is very disappointing. To give a push to the campaign, it is decided to observe a dedicated four days (March 18-21, 2020) drive for health insurance,” the communication said. “Looking at the risk of the pandemic COVID-19, awareness and demand for health insurance have increased. This is the time for us to use this as a business opportunity and help our customers by offering suitable health insurance products,” the circular reads.
The Pune-based bank acts as an agent for insurance companies such as United India Insurance, Future Generali and ManipalCigna. 
However, the directive has not gone down well with its staff. “It is shocking to observe that when the entire nation is struggling with this medical emergency as a national disaster, Bank of Maharashtra administration is looking at it as a business opportunity,” said Devidas Tuljapurkar, general secretary, All India Bank Of Maharashtra Employees Federation.
“Bank employees with great difficulty and risk are attending the bank and asking them to fulfill the target for health insurance is inhuman and asking customers to purchase those policies is cruel,” he said, demanding the circular be withdrawn.",business
Vodafone falls 35% after SC observation,https://www.thehindu.com/business/vodafone-falls-35-after-sc-observation/article31101924.ece,"Shares of Vodafone Idea tanked as much as 40% intraday on Wednesday, after the Supreme Court ruled that self-assessment of adjusted gross revenue (AGR) dues was a violation of its order. 
Shares of Vodafone Idea closed 34.85% lower at ₹3.16 on the BSE on Wednesday, valuing the company at ₹9,080 crore.
Vodafone Idea recently computed its AGR dues at ₹21,533 crore, well below the over ₹58,000 crore arrived at by DoT.
“Given the fact that the SC is going to hear the government’s rescue plan after two weeks, we believe there remains hope for VIL (if the court agrees to the govt.’s plan). From Bharti’s perspective, they have to pay higher than initial expectation on AGR dues. We think even in this environment, Bharti should be able to manage it,” BofA Securities said in a research note to its clients.",business
E-tailers see spike in ‘corona’ sales,https://www.thehindu.com/business/e-tailers-see-spike-in-corona-sales/article31101908.ece,"E-tailers are reporting a sudden surge in sales volumes in the last two weeks, after a large number of shoppers took to online shopping to avoid stepping into malls, super markets and crowded open bazaars.
Redseer Management Consulting, a firm which tracks consumer internet space, said there had been a clear 20% spike in e-tailing with grocery sales alone witnessing a huge uptick at 50% in the last weekend.
Sanjay Kothari, engagement manager at Redseer said, “As a Covid-19 precautionary measure people are actively avoiding high footfall areas such as malls and super markets. There is a lot of focus on personal hygiene and home sanitation. E-tailers have reported a positive impact, a 20% spurt in sales in the last few weeks.”
Although large e-tailers Amazon and Walmart-owned Flipkart refused to share sales data for March, after the COVID-19 panic began, people who track the space say the e-tail giants have been witnessing spikes in sales in multiple categories and cities.
Snapdeal reported a 50% spurt in kitchen, bathroom floor cleaning products, bedsheets, towels, pillows, portable hair trimmers, manicure, pedicure and facial kits. LED bulbs, portable fans and 4G routers are also witnessing a sudden increase. As per Rajnish Wahi, official spokesperson at Snapdeal, till a fortnight ago it was mask, sanitisers and surface cleaning products. “Now people are buying more home linen, bed sheets, towels and pillows. Also personal care products, to avoid gym and saloon visits. T-shirts are also bought in large numbers. We see an early spurt in summer fashion products and open footwear, something that usually picks up only by end of March or beginning of April.''
 Supr Daily, an online grocery store, said it has been witnessing over a 100% increase in demand, especially for fruits, vegetables and other perishable products that cannot be stocked for more days. The store has also taken several measures to cope with the increased customer demand amidst the COVID-19 crisis.“We are witnessing over a 100% increase in demand. We have taken proactive measures and all precautions possible to ensure the safety of all our customers, delivery partners and employees across our network,” said a Supr Daily spokesperson.
Grofers, India’s biggest online grocery retailer has reported up to 80% surge in sales. Albinder Dhindsa, co-founder & CEO, Grofers said, 
“Over the last couple of days, we have seen customers buying items on our platform in large quantities across cities as well as categories. Mumbai, Bengaluru, Pune and Ahmedabad have seen a higher surge with nearly 80% growth followed by Delhi NCR and Hyderabad at a 60% spike in business.”
Grofers reported rise in both the number of orders (45%) as well as order value (18%). Personal hygiene products, followed by floor cleaners have seen a surge in demand along with immunity boosting products such as chyawanprash and honey. Essential items such as atta, dal and rice are also being bought in large quantities, it said.",business
"Yes Bank back in business, extends hours",https://www.thehindu.com/business/yes-bank-back-in-business-extends-hours/article31101886.ece,"The moratorium on Yes Bank, which came into effect from March 5 with cash withdrawals capped at ₹50,000, was lifted at 6 p.m. on Wednesday, allowing the lender to resume all operations including digital payment channels such as Immediate Payment Service (IMPS) and National Electronic Funds Transfer (NEFT), among others.
“Our banking services are now operational. You can now experience the full suite of our services. Thank you for your patience and co-operation,” the private sector lender said.
In order to handle the rush of customers to withdraw cash, the bank has decided to extend the branch banking hours for the next three days.
“To serve you better, our branches will open one hour earlier at 0830 hours from March 19 to 21, 2020. We have also extended banking hours across branches for our senior citizen customers, from March 19 to March 27, 2020, 16:30 hours to 17:30 hours,” the bank said.
Following the moratorium, RBI announced a reconstruction scheme under which State Bank of India picked up 48% in the bank.",business
"RBI to infuse ₹10,000 crore via OMO",https://www.thehindu.com/business/rbi-to-infuse-10000-crore-via-omo/article31101875.ece,"The Reserve Bank of India (RBI) has decided to infuse ₹10,000 crore liquidity in the banking system by buying government securities through open market operations (OMO).
The central bank will conduct open market operations on March 20, 2020 to purchase ₹10,000 crore of government securities through a multi-security auction using the multiple price method.
“With the heightening of COVID-19 pandemic risks, certain financial market segments have been experiencing a tightening of financial conditions as reflected in the hardening of yields and widening of spreads,” the RBI said. 
“It is important to ensure that all market segments remain liquid and stable, and function normally,” the Reserve Bank said, amid heightened volatility in the financial markets due to the spread of the COVID-19.",business
Ramco Systems develops facial attendance system ,https://www.thehindu.com/business/ramco-systems-develops-facial-attendance-system/article31101699.ece,"Ramco Systems’ Innovation Lab has unveiled an advanced facial recognition-based time and attendance system.
Called RamcoGEEK, it is embedded with temperature recording and IoT sensor doors to enable organisations move towards a ‘touch-less’ attendance and workplace access, in the wake of the COVID-19 outbreak, said the company in a statement.
RamcoGEEK can detect and match the faces of staff members and mark their attendance along with temperature. Where facial-based attendance is a privacy concern, enterprises can replace it with voice to register access. 
This system is linked to an IoT sensor powered door which can restrict access in case the temperature is higher than normal and auto apply leave on behalf of the employee. 
It can communicate the information to HR and management in real-time and track the movements of a high-temperature staff in the workplace, the statement said.
“We have a major global health pandemic that has affected many. The spread of the disease has brought the focus back on hygiene and health of employees. We built this application to help better address a crisis through technology. Robust containment through a robust attendance and access system with zero contact and temperature measurement can be key to avoid easy spread of the virus that may take place with biometric access system,” said Virender Aggarwal, CEO, Ramco Systems.",business
VW to drive India growth via SUVs ,https://www.thehindu.com/business/vw-to-drive-india-growth-via-suvs/article31101681.ece,"Betting heavily on sport utility vehicles (SUVs) as its future growth engine, German carmaker Volkswagen India has launched the new T-Roc, a compact SUV in India, at an introductory price of ₹19.99 lakh (ex-showroom all India). 
This is the second SUV launched by the firm in less than two weeks. On March 6, it had rolled out the seven-seater New Tiguan Allspace at a starting price of more than ₹33 lakh. During Auto Expo, the company had announced it would introduce four SUVs in two years. 
Out of the other two vehicles, the first made-in-India compact SUV Taigun will be launched in mid-2021 and the other subsequently. Volkswagen’s names all its SUV starting with the letter T. 
 The T-Roc, to be imported from Germany, will be delivered to customers from mid-April, 2020 and the company said it has received a ‘phenomenal’ response from customers, especially women who have liked the design, the features and colour of the vehicle.
The SUV provides performance, comfort, rationality and appeal to the urban lifestyle of an Indian customer, the company said. It is built on Volkswagen’s modular transverse matrix (MQB) platform and has been received exceeding well in the international market, company executives said. 
Steffen Knapp, director, Volkswagen Passenger Cars India, said launching so many SUVs was a part of the company’s strategy to be known as the most appealing premium brand in India. He said the company had set a target to achieve 3% market share in India in five years and by then, it will have an annual volume of 1,20,000 units. 
He said currently, 42% of all vehicles sold globally by Volkswagen were SUVs and this ratio was on the rise. In India, the company hoped that 60% of its vol umes would come from SUVs. 
As a prelude to BS VI roll-out, the company had phased out Ameo which was solely developed in India for the Indian market a few years ago. It had also stopped the diesel versions of Polo and Vento. 
 ",business
Aramco holds talks with govt. on land for refinery,https://www.thehindu.com/business/aramco-holds-talks-with-govt-on-land-for-refinery/article31101633.ece,"The Saudi Aramco-led consortium is in talks with the government for the allotment of land for the proposed ₹4 lakh crore mega refinery and petrochemicals complex in Maharashtra.
The development of the project will be stuck if the government is unable to allot the land in the next few months, warned a member of the consortium.
Confirming the development, a director of the consortium-member told The Hindu, “We are engaging with the new government on land allotment. They (government) have offered an alternative site at Roha in Raigad district of Maharashtra.
“People in Ratnagiri also want us to come back. Land is not a constraining factor as of now. However, if we don’t see a clarity on the issue in the next few months, development of the project will be stuck.”
Saudi Aramco and Abu Dhabi National Oil Company hold 50% stake in the project with the rest is held by IOCL, HPCL and BPCL
IOCL holds 25% stake in the project while HPCL and BPCL hold 12.5% stake each.
“The ball is in government’s court on land allotment. We are going ahead with refinery configuration, allied infrastructures to be set up,” said another partner of the consortium.
Ratnagiri Refinery & Petrochemicals Company Ltd (RRPCL) has been set up to execute the world’s largest integrated refinery- cum-petrochemicals complex. RRPCL has mandated U.S.-based consultant Jacobs Engineering Group Inc. to draw up the configuration of the refinery project..",business
ALL to buy 19% more stake in arm,https://www.thehindu.com/business/all-to-buy-19-more-stake-in-arm/article31101627.ece,"The board of Ashok Leyland Ltd. (ALL) has decided to consolidate its holding in its non-banking financial company Hinduja Leyland Finance Ltd. (HLFL) by acquiring up to 19% additional equity shares from the existing shareholders for a consideration of ₹1,200 crore. 
The acquisition, which is expected to be completed in tranches, will be completed within 12 months from the date of approval.
ALL will enter into an agreement with the existing shareholders of HLFL in due course and it would inform the stock exchanges, said the company in a regulatory filing.
During FY19, HFLF reported a revenue of ₹2,561 crore and net profit of ₹276 crore. As of March 2018, ALL held 61.85% in this finance subsidiary.",business
IndusInd promoters seek to raise stake to 26%,https://www.thehindu.com/business/indusind-promoters-seek-to-raise-stake-to-26/article31101626.ece,"IndusInd Bank promoter — the Hinduja Group — has sought the Reserve Bank of India’s (RBI’s) approval to increase its stake in the lender to 26% from the 15% now, the bank said in a statement.
The move comes after the banking regulator allowed Kotak Mahindra Bank promoters to reduce their stake to 26%. The RBI norms had earlier capped promoter stake at 15%. 
“... the promoter has sought RBI approval to increase shareholding to 26% and they await further guidance from the regulator,” the bank said.
The promoter has informed the exchanges about the simultaneous release of non-disposal undertaking with the creation of a pledge in relation to 23.8 million shares of the bank. 
“No new borrowing was undertaken and was merely a formalisation of a three-year old arrangement. The money was originally raised to make an overseas acquisition which did not fructify — the pledge is a small fraction of the promoter holding in the bank,” the statement said.
The bank also said a couple of State government entities have made withdrawals amounting to less than 2% of the total deposits.
“We are engaging with them to reiterate the stance of the regulator that the government deposits in all private sector banks are safe,” it said. The moratorium on Yes Bank has led to some State governments withdrawing deposits from private banks. Another private lender, RBL Bank, also had a similar experience. 
 The statement from the Hindujas comes amid the bank’s stock coming under heavy selling pressure. IndusInd Bank was the top loser in the Sensex pack on Wednesday. 
The stock lost nearly 24%, or ₹144.45, to close at ₹459.85 on the BSE. Earlier in the day, it fell to a 52-week low of ₹382.55, or nearly 37% lower compared with Tuesday’s close of ₹604.30.
In the last one month, shares of IndusInd Bank had fallen almost 60%, as the stock had closed at ₹1,144.15 on February 18.
In the statement, the bank tried to ally investors’ concerns regarding asset quality.
“...[the] bank is financially strong, well-capitalised, profitable, and a growing entity with strong governance,” it said.
On asset quality, the bank said its gross NPA ratio, which was 2.18%, was the second lowest in the industry amongst large private sector banks and the figures were expected to be pretty much in line with those of the last quarter. It expects net NPA ratio of 1.05% as at the last quarter to fall below 1%, which is in line with the aim to take provision cover beyond 60%. ",business
Feb. domestic air passenger traffic up 9% ,https://www.thehindu.com/business/feb-domestic-air-passenger-traffic-up-9/article31101613.ece," Domestic passenger traffic saw a growth of 9% in February with a total of 12.3 crore passengers taking to the skies last month compared with 11.3 crore in the same period last year, according to the DGCA’s monthly report.
Among the airlines, AirAsia India was the most punctual with 83.4% of its flights either arriving or departing as per schedule. IndiGo was at the second spot with 81.6% of its flights being punctual, while GoAir was at the third place with 78.6% of its flights being on time.
While airlines like IndiGo have reported a fall of at least 15% in seat occupancy in the first week of March due to concerns among passengers over COVID-19, they remained unaffected last month. SpiceJet saw 93% seat occupancy, GoAir 90.5% and IndiGo 88.3%
IndiGo maintains its market lead by a huge margin, cornering 48% of the market share in February. SpiceJet enjoyed 15.3% market share and Air India 12%. ",business
"As virus digs in its heels, stocks plunge to lowest in three years",https://www.thehindu.com/business/as-virus-digs-in-its-heels-stocks-plunge-to-lowest-in-three-years/article31101611.ece,"Indian benchmark equity indices fell to their lowest level in three years on Wednesday as stocks continued to reel under selling pressure on account of concerns regarding increasing threat to global growth due to COVID-19 .
The 30-share Sensex, that managed to stay in positive territory only for a few minutes after opening, continued to slide as the session progressed to close at 28,869.51, down 1,709.58 points or 5.59%. This is the lowest close for the benchmark since March 2017. 
The broader Nifty ended the day at 8,468.80, shedding 498.25 points or 5.56% — its lowest close since January 2017. The fall was primarily led by banking majors as the increasing number of COVID-19 cases has made investors jittery about corporate health that could lead to higher quantum of bad loans for the banking sector.
The biggest losers among the Sensex pack were IndusInd Bank, Kotak Mahindra Bank, Bajaj Finance and HDFC Bank, among others.
Incidentally, the sectoral indices, representing banking and financial services, were the worst hit on Wednesday, plunging over 7% each. 
Meanwhile, foreign portfolio investors (FPIs) continued to press the ‘sell’ button with the quantum of net sales pegged at more than ₹5,000 crore on Wednesday. More than 2,000 stocks declined on the BSE as against less than the 350 gainers.
Most of the Asian indices also closed in the red on Wednesday with the Hang Seng plunging more than 900 points. 
All European markets were also trading deep in the red at the time of going to press.",business
Yes Bank resumes operations; all banking services available for customers now ,https://www.thehindu.com/business/yes-bank-resumes-operations-all-banking-services-available-for-customers-now/article31099924.ece," Yes Bank on Wednesday said it has resumed operations and all its banking services are available for its customers now.
 “Our banking services are now operational. You can now experience the full suite of our services. Thank you for your patience and co-operation. #YESforYOU @RBI @FinMinIndia,” the lender tweeted.
Watch | Yes Bank crisis explained | Explained: Why did Yes Bank have to be bailed out?
 The Reserve Bank of India (RBI) had put restriction on the lender on March 5, under which the bank’s customers were allowed to withdraw up to ₹50,000 till April 3.
 The government notified the Yes Bank reconstruction scheme last week.",business
Centre committed to revival of BSNL: Ravi Shankar Prasad,https://www.thehindu.com/business/centre-committed-to-revival-of-bsnl-ravi-shankar-prasad/article31099778.ece,"Telecom Minister Ravi Shankar Prasad on Wednesday said the Centre was committed to revival of the BSNL but it was not possible to retain all its employees.
Also Read | 

Also Read





Exempt telcos with under 15% market share from floor price norms: BSNL, MTNL to TRAI






Exempt telcos with under 15% market share from floor price norms: BSNL, MTNL to TRAI

Speaking during the Question Hour, he said the government had taken a conscious decision to revive the BSNL because they do public service in floods, earthquake etc.
“As of now nearly a lakh employees have sought the VRS and we are giving them packages.’’ The VRS was introduced as part of the revival efforts.
“We strongly believe in the existence of a Public Sector Undertaking (PSU) like the BSNL and it is important both for public service and also fairness in the entire system of communication. The BSNL has seen some bad times but during 2014-15, 2015-16 it became a bit positive,” the Minister told the House.
The Cabinet decision stands committed to providing 4G. “It will be given to them shortly.”
In his written reply, Mr. Prasad said the PSU had been incurring losses since 2009-10. On the basis of its financial performance and as per the guidelines issued by the Department of Public Enterprises (DPE), it was classified as “Incipient sick CPSE” in 2017.
It had a workforce of 1,55,296 employees as on October 1, 2019. The employee cost was 74% of its revenue for 2018-19, he said.
The Minister said the government had approved the revival plan on October 23, 2019 which inter alia, includes reduction in staff cost through VRS for employees of age 50 years and above.
He said 78,569 employees had opted for the VRS offered on October 4, 2019 and closed on December 3, 2019. Mr. Prasad said the PSU had said as per the provision, the posts falling vacant due to the VRS had been abolished and there was no recruitment against the vacancies.",business
Coronavirus | Singapore Airlines to cut flight capacity by 50% as travel bans multiply ,https://www.thehindu.com/business/coronavirus-singapore-airlines-to-cut-flight-capacity-by-50-as-travel-bans-multiply/article31097319.ece,"Singapore Airlines has said it is cutting flights across its network by half as countries around the world impose border controls in response to the COVID-19 pandemic.
Given the growing scale of the border controls globally and its deepening impact on air travel, the Singapore Airlines (SIA) said it expects to make further cuts to its capacity.



Also Read





Coronavirus will make most global airlines go bankrupt by May: CAPA






Coronavirus will make most global airlines go bankrupt by May: CAPA

“Make no mistake — we expect the pace of this deterioration to accelerate. The SIA Group must be prepared for a prolonged period of difficulty,” SIA Chief executive officer Goh Choon Phong said in a release on Tuesday.
The SIA, he said, has lost a large amount of traffic in a very short time, and it will not be viable for the airline to maintain its current network.
 

Also Read





Coronavirus | GoAir suspends international operations 



 

Coronavirus | GoAir suspends international operations 
 
Today’s suspensions mean that the SIA will operate only 50% of the capacity that have been originally scheduled up to the end-April, the airline said.
The SIA said it is actively taking steps to build up liquidity.
The group will also consult the unions (of employees) once again as it urgently takes steps to further cut costs. Additional measures will be announced when they have been firmed up.
This comes hours after Singapore expanded its travel restrictions to include travellers who have visited ASEAN countries, U.K., Japan and Switzerland.
 

Also Read





Coronavirus: Travellers left in the lurch after COVID-19 advisory




 

Coronavirus: Travellers left in the lurch after COVID-19 advisory

The restriction, which took effect on March 16, applies to all travellers except for Singaporeans and Malaysians using sea and land crossings with Malaysia. Travellers who have visited these countries will be issued with a 14-day stay-home notice.
Singaporeans are advised to defer all non-essential travel abroad to reduce their risks of contracting the virus.
Airlines around the world are facing dwindling travel demand amid the travel restrictions imposed following the deadly coronavirus outbreak. The outbreak has led companies to scale back on business travel and discouraged tourism.
The number of confirmed cases in Singapore are 266, of which 14 are in critical condition in the intensive care unit.
Five more cases have been discharged, bringing the number of discharged and fully recovered cases to 114.",business
"ArcelorMittal, Nippon Steel sign $5.15 billion loan pact to refinance Essar Steel buy",https://www.thehindu.com/business/arcelormittal-nippon-steel-sign-515-billion-loan-pact-to-refinance-essar-steel-buy/article31096192.ece," Japan's biggest steelmaker Nippon Steel Corp said on March 17 its joint venture with ArcelorMittal has signed a $5.15 billion loan agreement with Japanese banks, including Japan Bank for International Cooperation.
The 10-year-term loan would be used to refinance their acquisition of Essar Steel India, now known as ArcelorMittal Nippon Steel India Ltd.
Other banks part of the loan pact are MUFG Bank Ltd , Sumitomo Mitsui Banking Corp, Mizuho Bank Europe N.V. and Sumitomo Mitsui Trust Bank Ltd (London Branch), Nippon Steel said in a statement.
Last November, India's Supreme Court cleared the path for ArcelorMittal to take over bankrupt Essar Steel, following a legal tussle that had dragged through multiple courts for over two years. ",business
Steven Spielberg: ‘West Side Story was one haunting temptation I finally gave in to’,https://www.thehindu.com/entertainment/movies/steven-spielberg-west-side-story-was-one-haunting-temptation-i-finally-gave-in-to/article31100755.ece,"Filmmaker Steven Spielberg says that he wanted to make a film on the battle against xenophobia and racial prejudice.
That’s the reason he decided to reimagine the musical West Side Story for the big screen. 
“West Side Story was actually the first piece of popular music our family ever allowed into the home. I absconded with it —this was the cast album from the 1957 Broadway musical —and just fell completely in love with it as a kid. West Side Story has been that one haunting temptation that I have finally given in to,” Spielberg told Vanity Fair.
The classic New York tale tells the story of two lovers: Maria, a Puerto Rican, whose brother Bernardo is the leader of the “Sharks” street gang and Tony, a former leader of “The Jets”, who battled The Sharks.
Maria will be played by Rachel Zegler, while Baby Driver actor Ansel Elgort will star as Tony. The first looks of the 20th Century Studios distributed film were released recently.
The film, slated to release in December, is both a romance and a crime story. It is a story of street gangs, racism, and violence in the shadows of rising skyscrapers. 
“This story is not only a product of its time, but that time has returned, and it’s returned with a kind of social fury,” Spielberg said, adding: “I really wanted to tell that Puerto Rican, Nuyorican experience of basically the migration to this country and the struggle to make a living, and to have children, and to battle against the obstacles of xenophobia and racial prejudice.”",movies
